S,K,r,t,vol,Value
1207.3101,1336.92,0.0228,0.7425,0.1558,26.918
1730.6,1915.51,0.0203,0.2986,0.1705,12.9207
1825.5699,1174.73,0.0172,1.4877,0.1953,683.7563
1560.08,1887.47,0.0159,1.2849,0.1491,23.5552
1226.72,1793.8199,0.0263,0.937,0.1881,2.5668
1569.1801,1264.49,0.0221,0.9233,0.1607,336.1037
1524.97,1700.91,0.0252,0.5479,0.2007,37.1182
1748.55,1213.86,0.0199,1.2137,0.1661,565.2312
1480.36,1027.66,0.0187,1.1151,0.1727,475.2803
1383.34,1223.84,0.0208,1.3233,0.1606,220.5081
1230.6801,1226.47,0.0191,0.2082,0.1691,41.7404
1814.4301,1887.35,0.0257,0.0548,0.1531,0
1980.4,1637.38,0.0199,0.8767,0.1725,384.8356
1172.3,1603.66,0.0241,1.0274,0.2242,14.8696
1490.48,1457.29,0.0166,0.6548,0.1558,100.6502
1802.35,1354.27,0.0224,1.3507,0.1822,498.0809
1462.6,1392.8199,0.0204,0.7479,0.1818,141.4594
1350.3101,1459.21,0.0293,0.4932,0.1849,36.1086
1161.74,1027.96,0.017,0.6767,0.2213,172.0606
1726.64,1970.16,0.0183,0.4712,0.1971,24.2267
1870.75,1687.84,0.0156,1.0164,0.1857,261.9669
1418.51,1106.45,0.0149,0.2356,0.2019,316.1239
1020.76,1329.87,0.0205,1.2247,0.1653,9.3656
1868.25,1890.35,0.0177,1.1753,0.1345,116.6853
1091.03,1743.4399,0.0202,0.9836,0.1695,0.2674
1886.87,1887.74,0.0127,0.3397,0.2074,94.2198
1622.17,1089.4301,0.0172,0.3096,0.1609,538.526
1321.6,1710.6,0.0178,1.0603,0.196,17.3357
1936.35,1560.91,0.0224,0.0438,0.178,376.9706
1445.99,1687.41,0.0193,0.337,0.1531,2.5916
1408.29,1696.09,0.0172,0.2959,0.1895,2.4316
1791.46,1857.75,0.0154,1.3808,0.1704,130.6934
1380.79,1624.9301,0.0185,0.6685,0.175,16.0028
1389.02,1197.42,0.0185,0.9726,0.2075,243.5697
1068.52,1280.53,0.0191,0.5726,0.1748,7.1567
1639.84,1730.27,0.0238,0.7479,0.1551,62.417
1043.9,1356.7,0.0272,1.2603,0.1528,8.5556
1283.54,1932.97,0.0127,0.3315,0.2026,0.0113
1148.6899,1542.76,0.0201,1.0822,0.1671,5.6696
1182.83,1588.99,0.0201,1.1863,0.1783,9.666
1925.14,1317.0699,0.014,1.3781,0.141,633.9217
1893.39,1998.11,0.025,0.8438,0.1807,98.2422
1910.45,1330.26,0.0251,0.2438,0.1781,588.3058
1237.52,1197.62,0.0215,1.1041,0.1705,124.1205
1388.22,1159.67,0.0153,1.337,0.1666,270.6229
1350.59,1601.42,0.011,0.1781,0.1411,0.0508
1440.67,1966.08,0.0259,0.7315,0.1648,1.626
1918.8199,1213.46,0.0225,0.5836,0.1868,721.2162
1395.47,1334.02,0.0233,0.6877,0.1629,121.4673
1577.21,1321.5601,0.0209,0.4877,0.1876,275.4496
1010.76,1326.99,0.0208,0.6521,0.1642,1.4597
1686.41,1327.98,0.0117,1.1014,0.1787,386.9801
1992.26,1538.6801,0.0198,0.0658,0.1791,455.5833
1957.22,1122.95,0.021,0.0521,0.1746,835.498
1686.1,1671.6,0.0141,0.0685,0.1774,38.6509
1641.52,1157.4399,0.0187,1.0849,0.1655,508.6646
1041.3,1924.33,0.0212,0.4164,0.1396,0
1258.37,1121.37,0.0157,0.2767,0.1547,144.7755
1185.37,1218.48,0.025,0.4301,0.2043,53.9504
1073.91,1883.55,0.0209,0.8603,0.1569,0
1207.09,1046.9399,0.0222,1.0986,0.1532,199.1466
1804.09,1099.6,0.0297,1.0849,0.175,739.4956
1989.96,1474.28,0.0275,1.3479,0.1778,576.723
1258.65,1644.0601,0.0105,0.4767,0.1744,0.8931
1190.25,1570.89,0.0107,1.3644,0.1728,12.3587
1895.35,1773.03,0.0295,1.1671,0.1742,245.378
1703.3101,1311.87,0.0195,0.7671,0.1981,416.9996
1503.05,1673.42,0.0212,0.8959,0.1731,47.7586
1211.91,1722.0601,0.0219,0.7096,0.1546,0.2887
1482.52,1805.3,0.0252,0.1205,0.1796,0
1660.34,1798.4301,0.0221,0.0027,0.1672,0
1443.54,1193.36,0.0153,1.0712,0.1641,281.5242
1748.09,1491,0.0129,1.0904,0.1676,301.7112
1087.27,1573.91,0.0228,0.9507,0.2037,4.1082
1786.76,1773.64,0.0193,0.1562,0.1731,56.984
1592.49,1053.55,0.0203,1.3781,0.1858,570.2127
1514.0601,1586.01,0.0167,0.537,0.1526,43.5654
1974.4399,1685.85,0.0259,0.9644,0.1914,359.7602
1708.49,1177.74,0.017,0.4,0.1746,538.7429
1135.15,1122.21,0.0161,1.4493,0.176,114.7542
1698.71,1136.3101,0.027,0.6301,0.182,581.6728
1573.89,1243.24,0.0171,1.011,0.2166,370.1863
1111.01,1129.6899,0.0225,1.1479,0.1852,92.5453
1976.5,1426.76,0.0116,1.3671,0.194,583.0339
1448.97,1145.13,0.0222,0.8411,0.1691,329.2139
1152.41,1858.9301,0.0209,0.1315,0.1792,0
1348.76,1755.28,0.0242,0.0849,0.2075,0
1038.09,1044.4,0.0216,0.2247,0.1921,36.4648
1604.12,1692.86,0.0202,0.7699,0.1773,73.0955
1735.5699,1422.14,0.0243,1.0575,0.2019,372.2748
1304.48,1765.26,0.0204,0.5918,0.1681,0.8204
1804.98,1742.77,0.0239,1.0795,0.1876,195.8434
1680.22,1890.15,0.0224,1.2438,0.1796,75.1331
1279.62,1614.08,0.0199,1.0986,0.1772,16.9316
1498.62,1783.48,0.0191,1.0274,0.2013,42.6975
1122.5601,1370.5699,0.026,1.274,0.1848,30.5477
1104.45,1581.0601,0.0281,1.2877,0.1679,4.5637
1093.3199,1173.59,0.0169,1.3973,0.2141,88.2239
1448.7,1424.99,0.0172,0.8986,0.184,123.5278
1243.46,1998.16,0.0119,1.126,0.1968,1.5584
1699.51,1796.17,0.0192,1.4877,0.1624,113.943
1509.87,1912.74,0.0134,0.0575,0.1852,0
1278.6899,1124.17,0.0201,1.3863,0.1696,214.4389
1124.4,1808.23,0.0193,1.0027,0.1674,0.2352
1417.97,1955.7,0.0242,0.2027,0.1712,0
1808.74,1482.46,0.0181,0.6603,0.1735,350.6434
1578.36,1712.88,0.0206,0.2767,0.1729,16.1746
1973.09,1736.38,0.0159,0.2658,0.1927,251.6923
1326.66,1822.65,0.0229,0.6795,0.1491,0.425
1387.59,1888.2,0.0223,0.1507,0.2189,0
1512.6899,1748.54,0.0187,0.7397,0.204,37.248
1045.09,1861.78,0.0169,1.0877,0.1936,0.2347
1841.0601,1205.9301,0.0203,0.5233,0.1578,647.8755
1184.1,1755.49,0.0218,1.0767,0.1659,1.372
1181.23,1592.3,0.021,0.9945,0.1531,2.8125
1690.66,1547.77,0.0216,0.6575,0.187,200.8016
1209.63,1413.45,0.0215,1.0466,0.1744,30.3622
1347.85,1345.64,0.0183,0.2411,0.1594,45.4938
1227.48,1237.14,0.0196,0.8521,0.1744,83.9229
1651.7,1332.49,0.0201,0.2356,0.158,325.5648
1248.23,1455.29,0.016,0.5041,0.1514,5.7934
1162.25,1321.29,0.0222,0.2,0.1427,0.5226
1698.25,1886.01,0.0222,1.126,0.221,103.9317
1608.5601,1569.53,0.0205,1.1096,0.1818,160.6536
1324.49,1996.79,0.0217,1.1836,0.176,2.5299
1216.33,1262.11,0.0136,0.1479,0.1534,11.9663
1153.04,1279.9399,0.0206,0.4192,0.1788,15.7975
1976.95,1818.51,0.0256,0.9151,0.1955,262.2519
1592.13,1061.6899,0.0195,0.389,0.179,538.4666
1826.6899,1930.35,0.0246,0.6767,0.1711,72.3301
1023.44,1776.15,0.021,1.2959,0.2011,1.1414
1954.8199,1985.74,0.0197,0.8247,0.17,120.7549
1475.4301,1485.27,0.0178,1.2959,0.1949,141.5968
1709.34,1286.53,0.0211,1.4055,0.1634,466.6254
1222.47,1176.23,0.0227,0.3096,0.1931,82.5077
1819.1899,1214.85,0.0257,1.126,0.1818,640.2072
1403.51,1117.42,0.0267,0.1699,0.2205,291.3036
1901.55,1255.03,0.0146,0.4877,0.1837,655.4497
1003.98,1304.21,0.0276,0.9315,0.1961,10.8602
1473.09,1527.37,0.0219,0.1589,0.1851,22.5242
1794.78,1775.85,0.0125,0.9671,0.175,142.879
1933.8,1239.72,0.0242,0.5041,0.1674,709.1142
1072.01,1334.71,0.0198,1.326,0.1717,20.2691
1242.37,1213.41,0.0187,1.1425,0.1833,124.5937
1291.27,1949.13,0.0219,0.3205,0.159,0
1251.58,1389.5699,0.0185,1.2,0.179,57.0241
1940.17,1871.0699,0.0148,0.5233,0.1867,149.2157
1922.64,1972.24,0.0255,1.3644,0.1513,143.672
1243,1249.89,0.0165,1.3863,0.2137,134.3127
1887.29,1614.33,0.0272,0.1452,0.209,280.2568
1541.02,1773.45,0.0191,0.4521,0.1468,6.6829
1076.1,1802.95,0.018,1.2548,0.1569,0.1782
1442.4,1617.87,0.0174,1.0658,0.1807,54.3439
1382.13,1350.09,0.0232,1.2164,0.1708,139.6411
1085.42,1736.99,0.0191,0.8603,0.1817,0.2484
1578.4,1645.0601,0.0144,0.3397,0.1832,42.8262
1108.65,1273.11,0.0189,0.1178,0.2111,0.7991
1957.97,1074.9301,0.0146,0.9973,0.1975,898.6499
1171.96,1619.9,0.0209,0.5973,0.1789,0.7861
1415.5699,1769.13,0.0229,1.0384,0.1501,10.8167
1122.05,1419.03,0.0236,0.1233,0.175,0
1939.22,1574.5601,0.0163,1.0247,0.1888,410.1411
1146.27,1521.6,0.0197,0.7863,0.2183,9.6094
1730.87,1917.41,0.0182,0.8849,0.1363,34.6162
1508.4301,1695.6,0.0264,0.8411,0.1707,41.3067
1424.67,1957.9399,0.012,0.9315,0.2079,9.1076
1710.45,1610.85,0.0187,0.8521,0.2066,197.4657
1121.64,1194.46,0.0185,0.0795,0.1512,0.8623
1173.49,1382.41,0.0191,0.9425,0.1343,10.8676
1209.45,1422.87,0.016,0.9479,0.1782,24.816
1782.39,1703.89,0.0191,0.9507,0.1616,171.6672
1186.21,1707.76,0.0222,0.4493,0.2066,0.3124
1887.17,1351.85,0.0244,0.6027,0.199,556.0622
1956.8199,1771.65,0.0253,0.2877,0.1806,209.7225
1605.22,1592.52,0.0189,0.2384,0.1965,70.812
1320.76,1958.34,0.0151,0.2466,0.1889,0
1518.09,1772.17,0.0206,1.4767,0.1544,45.8705
1620.08,1676.73,0.0211,0.4,0.1498,42.4982
1106.58,1122.26,0.0229,0.0575,0.1547,7.5828
1766.2,1981.4301,0.0171,1.3753,0.1807,85.7843
1517.8199,1560.6899,0.026,1.063,0.1558,97.0046
1114.46,1696.26,0.0211,1.1123,0.1717,1.2322
1508.12,1020.46,0.0213,1.4575,0.1435,519.3636
1905.04,1237.04,0.019,0.4301,0.1827,678.0728
1655.36,1586.84,0.023,0.9151,0.1838,170.3749
1238.98,1039.77,0.021,0.126,0.1801,202.0013
1184.75,1474.4399,0.0198,0.1205,0.1691,0
1808.25,1250.62,0.0294,1.1589,0.1857,601.9204
1001.45,1625.35,0.0226,0.2548,0.2037,0
1848.3,1083.8,0.0166,0.411,0.2032,771.8698
1774.13,1459.61,0.0186,1.1397,0.2206,381.3664
1032.17,1003.69,0.0219,0.2877,0.1926,61.0407
1162.96,1059.33,0.0191,0.4411,0.1745,125.756
1274.64,1637.48,0.0258,1.4548,0.1611,18.8924
1535.95,1817.58,0.0218,1.1973,0.2043,58.367
1665.37,1074.4301,0.0213,0.6959,0.1897,606.8762
1767.26,1333.4301,0.0138,0.8247,0.1587,450.6215
1999.63,1958.2,0.0199,1.4027,0.1623,201.7821
1961.36,1084.3,0.0168,1.0932,0.1787,896.8304
1625.5,1528.33,0.0212,1.0082,0.1693,182.786
1196.63,1156.9301,0.0201,0.9781,0.1814,118.0695
1576.1899,1517.21,0.0261,1.0575,0.1507,152.7258
1632.34,1068.17,0.0238,0.6603,0.138,580.8266
1206.22,1558.8,0.0204,0.5233,0.151,0.6091
1572.58,1456.9,0.0172,0.2877,0.1899,141.0854
1800.39,1515.26,0.0192,0.7699,0.1522,315.3317
1331.04,1178.21,0.0149,0.0575,0.1472,153.8405
1874.01,1877.84,0.02,0.0493,0.2041,30.0417
1990.27,1081.29,0.0251,0.9452,0.2127,934.4216
1133.36,1148.21,0.0133,0.6904,0.172,62.5065
1399.21,1502.1,0.0139,1.4301,0.1759,87.0799
1315.08,1856.58,0.0201,0.0822,0.1689,0
1002.85,1252.1,0.0186,0.7781,0.1694,6.2273
1373.14,1622.67,0.0238,1.4027,0.1914,56.818
1347.53,1634.41,0.0151,0.4521,0.1832,5.1384
1732.27,1415.99,0.0269,0.8959,0.229,375.7087
1576.54,1921.59,0.0193,0.4384,0.1642,3.0086
1714.99,1254.62,0.0133,0.7342,0.2018,475.6099
1391.85,1667.46,0.0193,1.463,0.183,48.1743
1971.65,1959.77,0.0218,0.7945,0.1725,143.5166
1231.0601,1319.96,0.0234,1.1534,0.2142,90.2754
1178.3,1455.33,0.0126,0.126,0.1724,0
1420.5,1303.4399,0.0161,0.3014,0.1665,133.6105
1183.6,1388.84,0.0248,1.2959,0.1463,26.6397
1676.72,1650.34,0.0167,0.9836,0.1817,146.9902
1911.22,1820.35,0.0163,1.3589,0.1779,226.5338
1852.0601,1738.04,0.0127,1.1479,0.1737,213.1621
1220.6801,1305,0.0288,0.4493,0.1776,31.2587
1777.96,1318.5699,0.0184,1.0822,0.1706,489.2486
1193.96,1252.8101,0.0159,0.6082,0.1782,46.5358
1924.54,1997.6899,0.0177,1.0466,0.1798,124.8606
1941.7,1847.22,0.0185,0.2274,0.1805,127.7343
1845.51,1069.3199,0.0186,1.3315,0.1449,802.3664
1272.5601,1553.3101,0.0206,0.389,0.1942,4.0119
1626.87,1361.75,0.0204,1.2767,0.2121,338.589
1819.76,1997.25,0.0198,0.7315,0.2163,77.5209
1808.27,1501.79,0.0198,0.2164,0.176,313.3161
1468.25,1748.03,0.0165,0.3562,0.1924,5.66
1495.85,1753.14,0.0171,0.6849,0.1726,18.0515
1176.5601,1282.75,0.0242,0.1753,0.1527,2.8277
1635.17,1335.27,0.0189,1.0849,0.1394,332.7095
1536.8199,1166.86,0.0265,0.4658,0.169,384.5704
1663.03,1878.95,0.0183,1.3781,0.2097,99.5738
1666.84,1230.39,0.0231,1.2384,0.1733,475.8339
1007.05,1424.8101,0.0192,0.7863,0.2116,3.4258
1278.01,1271.55,0.0191,0.0082,0.1847,9.1591
1151.54,1121.0699,0.0154,1.2932,0.1896,125.1211
1012.69,1568.98,0.0119,1.2767,0.1867,2.2091
1238.5601,1526.8101,0.022,1.1753,0.2169,39.5802
1394.89,1233.77,0.018,0.0356,0.1487,161.9103
1422.97,1176.83,0.0178,0.6384,0.1688,264.5786
1987.99,1182.62,0.025,0.9397,0.1863,832.9309
1450,1814.67,0.0188,1.4932,0.1743,32.6911
1603.23,1263.3101,0.0115,0.1315,0.1532,341.829
1174.3,1449.62,0.0195,1.2192,0.1656,18.7711
1652.73,1813.8101,0.0195,1.1425,0.1592,65.4576
1989.1899,1144.41,0.0229,0.1233,0.1944,848.0067
1990.84,1686.16,0.0219,0.0986,0.1578,308.3213
1384.71,1189.48,0.0261,0.1342,0.1822,199.6
1837.42,1516.55,0.0201,0.4192,0.1962,338.6722
1103.4,1070.29,0.0215,1.2384,0.2263,140.8248
1627.01,1772.64,0.0146,0.4767,0.1738,31.0524
1612.48,1383.8,0.0217,0.3397,0.1764,242.6003
1877.4399,1859.52,0.013,0.1425,0.1504,53.0423
1861.17,1610.45,0.0273,0.7863,0.1545,297.6842
1421.8199,1315.54,0.0181,0.4658,0.1489,132.4378
1541.89,1397.86,0.0158,0.5973,0.1835,183.8657
1597.45,1879.16,0.0209,1.1315,0.1971,54.5089
1324.21,1762.49,0.0208,1.389,0.1457,7.5779
1235.58,1958.23,0.0225,0.7151,0.2009,0.3611
1780.05,1365.51,0.0201,0.7973,0.1883,441.3169
1545.71,1782.79,0.0167,0.6274,0.1932,26.9918
1969.25,1769.16,0.0216,0.6027,0.1457,238.3241
1238.14,1272.78,0.0197,0.4904,0.1528,42.6183
1903.8101,1329.79,0.0154,0.1534,0.1468,577.1578
1478.53,1401.78,0.0183,0.1425,0.1862,91.9987
1359.97,1133.9301,0.0208,0.5288,0.1763,242.9836
1518.3,1588.13,0.0222,1.2082,0.1667,98.4582
1756.6,1133.53,0.0283,0.2658,0.1583,631.5645
1094.55,1394.64,0.0228,0.1945,0.1739,0.0107
1068.8,1386.66,0.0227,1.3507,0.182,17.7862
1943.2,1568.15,0.0129,1.3452,0.1784,425.53
1995.35,1059.98,0.0186,1.0767,0.1868,956.414
1019.22,1200.15,0.0211,1.3945,0.1638,30.3552
1848.87,1599.17,0.0164,1.1945,0.1771,316.8002
1267.65,1539.8,0.0242,0.7397,0.1817,13.9225
1887.33,1223.48,0.0257,0.1863,0.1838,669.6939
1039.1,1740.48,0.0219,1.4329,0.182,1.303
1055.8199,1650.9301,0.0181,0.8959,0.1428,0.0343
1493.55,1571.26,0.0173,0.7452,0.1627,59.4646
1357.05,1710.02,0.0153,0.0438,0.209,0
1586.24,1874.35,0.0164,1.4356,0.1832,57.568
1319.72,1244.63,0.0227,0.1342,0.1733,85.2507
1479.24,1300.04,0.0218,0.2767,0.1844,191.7739
1283.1,1467.91,0.017,0.526,0.153,9.6622
1472.61,1600.1,0.0125,0.6767,0.2097,57.7472
1466.92,1671.84,0.026,1.4356,0.1734,67.9139
1798.87,1511.12,0.0151,1.2164,0.1708,339.7165
1045.0601,1948.37,0.0105,0.8767,0.2092,0.0656
1874.41,1008.87,0.0192,0.6904,0.151,878.8251
1691.95,1328.61,0.0159,1.0603,0.1552,390.8274
1851.79,1465.0601,0.0115,0.7151,0.1415,400.275
1320.36,1496.1899,0.0228,0.526,0.1449,10.3768
1566.48,1987.66,0.0212,0.7479,0.2029,14.939
1979.36,1981.12,0.0152,1.2548,0.1347,136.6126
1221.9301,1976.12,0.022,0.3397,0.196,0
1131.15,1490.34,0.0151,0.2959,0.1741,0.0686
1406.67,1672.54,0.0229,1.1973,0.1769,38.1067
1775.62,1781.29,0.0226,0.3945,0.179,83.9631
1287.16,1240.41,0.0131,0.6274,0.1479,91.5177
1141.2,1234.6,0.0194,0.9507,0.1787,51.082
1070.21,1651.7,0.013,1.211,0.2101,4.2349
1911,1032.39,0.0252,1.4795,0.2031,916.818
1078.67,1414,0.0267,0.4959,0.2097,2.8994
1202.74,1598.16,0.0156,0.6685,0.1309,0.2433
1034.1,1918.6,0.0188,1.3616,0.2237,1.4383
1771.42,1704.72,0.02,0.0219,0.1666,67.8788
1390.33,1941.04,0.0193,0.0247,0.1766,0
1153.35,1406.29,0.0184,0.337,0.1647,0.9432
1811.45,1575.12,0.0207,0.6219,0.1832,274.4803
1720.34,1701.15,0.016,0.811,0.1707,125.9657
1138.11,1631.89,0.0212,0.6247,0.1614,0.1668
1862.84,1580.91,0.024,0.2658,0.1976,295.1685
1435.9,1284.64,0.0265,1.2055,0.1573,217.8952
1770.65,1872.8199,0.0159,0.5342,0.2053,70.5876
1969.41,1491.26,0.0261,1.0849,0.1785,526.2728
1530.13,1031.26,0.0173,0.2466,0.1533,503.2602
1195.95,1475.2,0.0255,0.2849,0.1773,0.6001
1506.51,1784.74,0.0183,0.7945,0.1953,28.8985
1122.4399,1296.3,0.0203,1.474,0.1787,48.7339
1230.11,1294.53,0.0182,0.0055,0.1827,0
1619.39,1292.63,0.0235,0.1151,0.1967,330.2567
1255.25,1231.4,0.019,0.4877,0.1481,70.3517
1535.63,1924.77,0.0224,1.4301,0.183,37.9375
1710.52,1926.4301,0.019,0.0137,0.136,0
1707.61,1303.62,0.0266,0.4904,0.1504,421.0463
1509.24,1502.41,0.0234,0.5616,0.2001,103.0486
1206.95,1433.11,0.0222,0.3342,0.2174,7.1548
1438.8199,1641.87,0.0213,1.1973,0.1851,58.199
1420.02,1948.92,0.0257,0.6055,0.2142,3.8145
1597.77,1398.13,0.0182,0.1479,0.2137,205.7091
1803.33,1884.63,0.0205,0.8466,0.1472,76.1349
1899.1,1205.55,0.0123,0.4932,0.1948,700.8612
1408.42,1746.4,0.0212,1.274,0.1638,22.9643
1608.91,1995.27,0.0232,0.5753,0.1741,6.3513
1520.04,1927.5699,0.0181,0.8137,0.2114,19.3216
1138.89,1072.62,0.0224,0.3068,0.1948,92.6457
1001.37,1244.23,0.0169,0.0438,0.1849,0
1561.4,1162.5601,0.0234,0.7425,0.1864,420.961
1190.01,1123.28,0.0256,0.5644,0.1567,104.9467
1566.09,1779.27,0.0114,0.3178,0.152,4.6229
1438.54,1723.96,0.0248,0.1616,0.1818,0.1376
1826.52,1826.3199,0.0204,0.3863,0.172,84.5102
1643.27,1024.3101,0.0124,0.0685,0.1726,619.8296
1995.83,1083.38,0.0261,0.1945,0.192,917.9357
1355.13,1653.67,0.0192,0.4274,0.1874,4.5806
1799.95,1986.12,0.0249,0.7068,0.166,45.4506
1316.27,1002.54,0.0163,0.9836,0.2251,341.4209
1947.33,1855.12,0.0163,1.1425,0.171,209.5245
1516.22,1891.08,0.021,0.4219,0.1719,1.9984
1823.6801,1480.4,0.018,0.8822,0.1639,374.673
1111.3,1827.33,0.0126,0.0603,0.1413,0
1190.79,1717.6,0.0225,0.3726,0.1478,0
1801.13,1636.6899,0.0126,0.1096,0.2031,170.3391
1357.85,1502.1,0.0237,0.9425,0.1682,46.8643
1505.84,1993.61,0.0139,0.9397,0.194,11.2557
1544.28,1437.48,0.0124,0.8959,0.2056,186.4911
1437.84,1136.91,0.0215,1.3123,0.1547,339.3032
1402.65,1864.27,0.02,0.537,0.1856,1.7619
1911.9301,1800.02,0.0192,0.8055,0.1857,204.4803
1920.5601,1065.6,0.0176,0.7479,0.1738,868.8962
1487.3199,1137.16,0.0154,0.5671,0.2167,363.9008
1170.16,1015.7,0.0214,1.0575,0.224,211.7706
1285.5699,1177.04,0.0232,1.4438,0.1833,195.5574
1624.03,1827.62,0.0209,0.5288,0.1501,15.9462
1577.9301,1085.01,0.0161,0.3425,0.204,498.916
1006.29,1806.54,0.0206,0.6575,0.1888,0
1986.0699,1265.12,0.0259,1.1288,0.1522,757.5082
1897.54,1764.61,0.0128,0.8767,0.2222,239.2362
1889.78,1083.29,0.0141,1.1479,0.2161,824.5933
1562.5699,1003.94,0.0203,0.1233,0.1802,561.1397
1885.45,1742.78,0.022,0.4384,0.1908,191.6445
1719.3101,1123.7,0.0186,0.2658,0.1897,601.152
1389.11,1593.26,0.0228,0.0027,0.1465,0
1218.1,1557.6899,0.0251,0.1397,0.1903,0
1727.77,1904.77,0.0198,0.9014,0.1652,54.9897
1849.76,1498.7,0.0251,0.7178,0.1859,386.2819
1312.6899,1887.6899,0.0231,1.3041,0.1921,9.4901
1751.37,1615.77,0.0133,0.4192,0.1993,177.0795
1738.5699,1490.15,0.0211,1.0466,0.1928,312.7722
1128.4399,1720.72,0.0178,0.3562,0.1999,0
1902.16,1253.97,0.0176,1.0356,0.1623,671.1704
1262.1899,1290.08,0.019,0.7123,0.173,68.5568
1484.1899,1260.46,0.0206,0.3096,0.1774,233.9782
1020.86,1498.8199,0.0174,1.3699,0.1984,7.3464
1388.4,1947.3101,0.0251,1.3726,0.1887,13.7518
1343.52,1171.98,0.0238,0.6904,0.1592,200.6591
1981.1801,1327.83,0.0147,0.3205,0.1934,659.5956
1415.39,1810.59,0.0167,0.3205,0.1472,0.0646
1225.9399,1893.79,0.0248,0.1644,0.1844,0
1503.33,1597.96,0.0187,0.1945,0.1851,17.2138
1055.64,1233.09,0.0215,0.5836,0.1697,9.9578
1670.13,1042.8101,0.0179,1.3397,0.1838,652.9616
1577.33,1143.52,0.0208,0.2904,0.2033,440.7495
1836.55,1665.25,0.0159,1.3863,0.2037,289.2895
1952.62,1773.9,0.0199,0.4932,0.1748,220.2882
1909.76,1882.0699,0.0189,1.2027,0.1885,191.8081
1047.49,1073.75,0.0266,1.3671,0.1992,102.6283
1946.87,1997.4399,0.021,0.7397,0.1907,118.1714
1195.51,1582.89,0.0289,0.2658,0.1508,0
1572.46,1955.38,0.0205,0.274,0.2069,1.6598
1668.08,1342.03,0.0192,0.8712,0.1859,358.8126
1118.66,1260.13,0.0145,0.926,0.1919,38.3371
1695.38,1455.79,0.017,0.7233,0.1976,280.0223
1206.75,1220.8101,0.0235,0.3233,0.1713,43.9716
1131.92,1589.28,0.0235,0.1041,0.196,0
1738.8199,1426.51,0.0137,0.5836,0.2194,337.5066
1110.37,1429.51,0.0219,0.4548,0.1578,0.4872
1518.39,1108.1,0.015,1.2247,0.173,434.5096
1277.34,1892.9399,0.0271,0.0438,0.1902,0
1968.66,1793.04,0.0149,0.9342,0.1488,235.7621
1455.0601,1610.3199,0.0194,0.8548,0.2004,59.2565
1667.22,1409.3199,0.0157,1.0247,0.1838,304.363
1822.52,1970.14,0.0141,0.5808,0.2171,69.5024
1665.8,1745.02,0.0148,0.8,0.2163,103.3531
1959.87,1751.9399,0.0131,1.0438,0.2058,296.9616
1814.0601,1919.4399,0.0265,0.8877,0.1781,95.2951
1349.9301,1130.73,0.0199,0.1068,0.1725,221.61
1555.98,1272.28,0.013,0.9918,0.165,310.3561
1180.4,1583.6801,0.0236,0.6548,0.1998,3.7633
1917.61,1827.01,0.0157,1.4219,0.2048,252.8575
1540.65,1980.5,0.0151,1.4986,0.2084,44.3283
1655.04,1234.73,0.0232,0.0548,0.1423,421.8788
1356.8101,1888.5699,0.0281,1.4932,0.1381,4.623
1781.26,1854.73,0.0158,0.8603,0.1589,83.5835
1658.8,1874.24,0.0206,0.4712,0.1426,10.4572
1940.6801,1378.04,0.0255,0.9014,0.1465,594.2551
1023.24,1331.45,0.0194,0.5781,0.1907,2.7695
1350.03,1150.14,0.02,1.1507,0.1537,239.6421
1285.84,1118.9,0.0213,1.2986,0.1684,221.4958
1274.4301,1099.24,0.0183,1.337,0.2238,247.2927
1867.11,1037.14,0.0257,0.0575,0.1761,831.5015
1257.39,1926.17,0.0294,0.8877,0.1926,1.3312
1305.03,1926.7,0.0208,1.4192,0.2133,13.9091
1573.4399,1962.35,0.0197,1.4219,0.1651,29.3761
1838.5699,1918.55,0.0195,1,0.1959,124.6724
1622.1801,1851.85,0.0201,0.6301,0.1906,31.6481
1135.72,1118.25,0.0257,0.411,0.149,58.3972
1232.45,1964.03,0.0201,0.7342,0.203,0.3975
1509.8101,1754.79,0.0176,0.5534,0.2192,28.2622
1095.47,1192.85,0.0194,1.1096,0.197,61.8534
1217.8101,1575.6899,0.0199,0.3479,0.1504,0.0726
1795.5699,1549.16,0.0134,0.5151,0.2084,276.4191
1684.49,1019.31,0.0198,1.4849,0.1667,695.0697
1157.41,1702.17,0.0235,0.2904,0.1663,0
1746.05,1445.8199,0.0193,0.5151,0.2052,323.9933
1878.23,1376.48,0.0194,0.1644,0.1876,506.1335
1257.08,1458.02,0.0189,1.0959,0.1952,44.254
1664.15,1260.72,0.0135,1.3178,0.1807,435.963
1654.47,1093.2,0.0156,0.0192,0.1731,561.5974
1339.01,1834.25,0.0252,0.1178,0.1791,0
1322.24,1417.42,0.0194,0.0192,0.1821,0
1644.6801,1267.99,0.0132,1.3425,0.1719,409.485
1850.73,1803.29,0.0213,0.7726,0.1952,166.0448
1701.52,1305.8199,0.0274,0.6274,0.2008,421.5074
1534.21,1922.71,0.0176,0.863,0.2097,23.5886
1347.72,1782.62,0.0251,0.2055,0.1428,0
1700.47,1235.58,0.0136,0.3205,0.1535,470.2667
1826.3101,1185.3,0.024,0.8685,0.1462,665.4834
1716.17,1505.9399,0.0104,1.2712,0.1995,286.5717
1538.59,1413.08,0.0179,0.5178,0.1895,167.371
